age,id,name,nation,overall,position,potential,team
24,183645,Christian Ramsebner,Österreich,64,IV,68,Wiener Neustadt
29,183589,Angelo Raffaele Nolè,Italien,64,RF LF MS,64,Terni
25,183559,Konstantin Engel,Kasachstan,64,RV ZDM,66,Energie Cottbus
24,183524,Shane Lowry,Australien,64,LV IV,73,Millwall
26,183492,Jeppe Mehl,Dänemark,64,LM RM,68,AC Horsens
23,183477,Marek Štěch,Tschechische Repub.,64,TW,72,Yeovil Town
24,183453,Prince Oniangué,Kongo,64,ZDM ZM IV,73,Tours FC
25,183410,Steeven Langil,Frankreich,64,RF LF LM,70,AJ Auxerre
26,183393,Kévin Dupuis,Frankreich,64,ST,66,KV Kortrijk
33,183322,Fabio Morena,Deutschland,64,IV ZDM,64,SV Sandhausen
28,183188,Marcello Gazzola,Italien,64,RV,68,Sassuolo
32,183118,Ben Sigmund,Neuseeland,64,IV,64,Well. Phoenix
25,183066,Mathieu Baudry,Frankreich,64,IV RV,67,Leyton Orient
33,182930,Andrea Gessa,Italien,64,RM ZM,64,Cesena
28,182923,Kim Byung Suk,"Korea, Republik",64,RM RF ZOM,66,Daejeon Citizen
28,182915,Stefano Dicuonzo,Italien,64,LV,70,C. Stabia
23,182909,Fredrik Carlsen,Norwegen,64,ZM LM,67,Aalesunds FK
30,182867,Óscar Bagui,Ecuador,64,LV,64,Freie Spieler
26,182818,Samuel Bouhours,Frankreich,64,LV,67,AC Ajaccio
30,182816,Féthi Harek,Algerien,64,LV IV,64,SC Bastia
23,182694,Joe Mattock,England,64,LV LM,73,Sheffield Wed
24,182442,Mitch Nichols,Australien,64,ZM ZOM,69,Brisbane Roar
24,182365,Jamie Jones,England,64,TW,66,Leyton Orient
34,182201,Josta Dladla,Südafrika,64,RM RF ZOM MS,64,Kaizer Chiefs
24,182184,Dale Stephens,England,64,ZM,67,Charlton Ath
26,182004,Jonas Lantto,Schweden,64,LM RM,70,Gefle IF
28,181871,Arturo Muñoz,Mexiko,64,LV ZM ZDM,66,Atlante
27,181792,Emil Johansson,Schweden,64,LV,67,FC Groningen
26,181681,Shaun Williams,Republik Irland,64,IV ZM ZOM,67,MK Dons
25,181491,Nathan Burns,Australien,64,RM ZOM,69,Incheon United
28,181451,Eyjólfur Héðinsson,Island,64,LM ZM,67,SønderjyskE
28,181311,Imad Zatara,Palästina,64,ST RM,64,Åtvidabergs FF
31,180783,Bader Al Kharashi,Saudi-Arabien,64,ST,64,Al-Faisaly
31,180780,Ahmed Al Harbi,Saudi-Arabien,64,ZOM ZM,64,Al-Taawoun
29,180772,Majed Al Marshadi,Saudi-Arabien,64,IV,64,Al-Hilal
27,180753,Mark Bridge,Australien,64,LF ST,65,Wanderers FC
31,180746,Andrew Durante,Neuseeland,64,IV,64,Well. Phoenix
29,180700,Kosuke Kimura,Japan,64,RV,64,NY Red Bulls
26,180635,Tommy Elphick,England,64,IV RV,68,Bournemouth
28,180455,Bobby Burling,USA,64,IV,64,Chivas USA
27,180400,Isidoro,Spanien,64,RV IV LV,70,CD Numancia
34,180178,Fred,Brasilien,64,ZOM RF,64,Melbourne Heart
24,179984,Frédéric Frans,Belgien,64,IV,67,Lierse SK
28,179787,Nick LaBrocca,USA,64,ZOM ZM RM,64,Colorado Rapids
23,179746,Sam Vokes,Wales,64,ST,70,Burnley
27,179745,Danny Hollands,England,64,ZM ZDM,68,Charlton Ath
27,179703,Michael Harrington,USA,64,LV RV,64,Portland
30,179575,Per Verner Rønning,Norwegen,64,IV LV,64,Rosenborg BK
27,179509,Thomas Phibel,Frankreich,64,IV,65,W. Łódź
33,178563,Anilton,Brasilien,64,IV,64,Moreira Cónegos
26,178485,Robert Olejnik,Österreich,64,TW,65,Peterborough
32,178456,Daniele Martinetti,Italien,64,ST,64,Varese
24,178452,Alberto Pelagotti,Italien,64,TW,70,Empoli
26,178284,Lee Nguyen,USA,64,ZM LM,66,New England
24,178259,Ayodele Adeleye,Nigeria,64,IV,72,Kuban Krasnodar
26,178246,Tijani Belaïd,Tunesien,64,ZOM ZM,68,Moreira Cónegos
25,178222,Edgar Mejía,Mexiko,64,L ZDM ZM,68,Chivas USA
26,178179,Tamás Priskin,Ungarn,64,ST,68,A. Vladikavkaz
28,178140,Arjan Swinkels,Niederlande,64,IV LV,65,Lierse SK
31,178106,Diego Gaúcho,Brasilien,64,IV,64,Moreira Cónegos
25,178089,David Williams,Australien,64,LF ST RF,67,Melbourne Heart
28,177988,Seo Dong Hyun,"Korea, Republik",64,ST RF,64,Jeju United FC
25,177975,Federico Gerardi,Italien,64,ST MS LF,68,Reggio Calabria
25,177878,Marco Iván Pérez,Mexiko,64,IV,71,San Luis
25,177802,Moreno Costanzo,Schweiz,64,ZM ZOM ZDM MS,72,BSC Young Boys
26,177692,Mike Jones,England,64,LM ZM RM,68,Crawley Town
26,177690,Mikkel Vendelbo,Dänemark,64,ZM RM,69,Hønefoss BK
27,177672,David Da Costa,Schweiz,64,TW,65,FC Zürich
33,177642,Peter Brezovan,Slowakei,64,TW,64,Brighton
24,177634,Manuel Junglas,Deutschland,64,ZDM ZM ZOM RM,67,VfR Aalen
25,177597,Ryan Taylor,England,64,ST,67,Bristol City
25,177582,Jan-Marc Riegler,Österreich,64,IV,68,SV Ried
25,177488,Manuel Konrad,Deutschland,64,ZDM LV IV,67,FSV Frankfurt
28,177414,Tom Pope,England,64,ST MS,64,Port Vale
25,177373,Lasse Nielsen,Dänemark,64,IV RV,67,Aalborg BK
27,177285,Romain Vincelot,Frankreich,64,ZM RV,67,Leyton Orient
26,177113,Edgar Solís,Mexiko,64,LM LAV LV,66,Monterrey
31,177095,Kevin Schlitte,Deutschland,64,LV RV RM,64,Erzgebirge Aue
31,176985,Thiago Gomes,Brasilien,64,IV,64,Al Wehdah
25,176775,Fredrik Holster,Schweden,64,ZOM RF RM,70,GIF Sundsvall
27,176575,Scott Sutter,Schweiz,64,RV RM LM,71,BSC Young Boys
26,176428,Jérôme Polenz,Deutschland,64,RV,68,Wanderers FC
27,176392,Park Hee Chul,"Korea, Republik",64,LM RM LV RV,64,Pohang Steelers
32,176378,Ahmed Abou Mosalem,Ägypten,64,LV,64,Lierse SK
31,176310,Kang Min Hyuk,"Korea, Republik",64,ZDM IV RV,64,GyeongNam FC
28,176256,Dawid Nowak,Polen,64,MS ST LF ZOM,64,G. Bełchatów
29,176253,Rafał Grodzicki,Polen,64,IV LV,66,Wrocław
27,176240,Marvell Wynne,USA,64,RV IV,64,Colorado Rapids
30,176211,Marcin Robak,Polen,64,ST,64,Gliwice
24,176154,Anthony Van Loo,Belgien,64,RV LV,68,KV Mechelen
26,176078,Nathan Sturgis,USA,64,ZDM ZM,66,Colorado Rapids
28,176058,Patrick Ianni,USA,64,IV,65,Sounders FC
26,176030,André Marques,Portugal,64,LV ZDM LM,68,FC Sion
35,175911,Karim Belhocine,Frankreich,64,IV,64,Waasl.-Beveren
37,175676,Richard Zajac,Slowakei,64,TW,64,Bielsko-Biała
28,175657,Dalibor Stevanovič,Slowenien,64,ZM RM ZOM,65,Wrocław
31,175146,Joetex Frimpong,Ghana,64,ST MS,64,FC Zürich
24,173734,James Wilson,Wales,64,IV RV,68,Bristol City
27,173671,Kyle McFadzean,England,64,IV ZDM ZM,69,Crawley Town
27,173656,Nicky Riley,Schottland,64,RM ZM ZOM,67,Dundee FC
25,173444,Giles Barnes,England,64,ST ZOM,70,Houston Dynamo
29,173383,Trevor Trevisan,Italien,64,IV,66,Padua
28,173361,Jeff Hughes,Nordirland,64,LM ZM,65,Notts County
28,173360,Cheick N'Diaye,Senegal,64,TW,68,Stade Rennais
25,173130,Matteo Scozzarella,Italien,64,ZM ZOM RM LM,66,Terni
26,173128,Dario Bergamelli,Italien,64,IV,66,Reggio Calabria
25,172960,Lewis Grabban,England,64,ST RM,68,Bournemouth
26,172705,Gabriele Paonessa,Italien,64,ZOM LF,70,Crotone
32,172632,Fahel,Brasilien,64,ZM ZDM,64,Bahia
25,172568,Matti Lund Nielsen,Dänemark,64,ZM,70,H. Verona
27,172547,Berat Sadik,Finnland,64,ST MS,67,FC Thun
25,172325,Miguel Dachelet,Belgien,64,RV IV,66,Lierse SK
27,172122,Adam Moffat,Schottland,64,ZDM ZM,65,Sounders FC
31,172063,Jade North,Australien,64,IV RV LV,64,Brisbane Roar
29,172014,Sigourney Bandjar,Niederlande,64,RV,64,RKC Waalwijk
26,171994,Marquitos,Spanien,64,LM LF RM ZOM,67,Xerez CD
29,171892,Nicholas Caglioni,Italien,64,TW,68,Crotone
29,171780,Eneko,Spanien,64,LF LM RF,64,Sabadell FC
27,171721,Romano Perticone,Italien,64,IV RV,65,Novara
24,171620,Anthony Wordsworth,England,64,ZM,68,Ipswich Town
28,171587,Owain Tudur Jones,Wales,64,ZM ZDM,64,Inverness CT
27,171480,Muneta,Spanien,64,LM RM ZOM,64,CD Mirandés
30,171232,Riccardo Nardini,Italien,64,RM RV ZM,64,Modena
28,171063,Espasandín,Spanien,64,LV,65,Sabadell FC
28,170854,Raúl Enríquez,Mexiko,64,ST,64,Tijuana
25,170798,Sebastian Tyrała,Polen,64,ZM ZOM ZDM,72,Greuther Fürth
23,170612,Vullnet Basha,Schweiz,64,ZDM ZM RM RV,72,FC Sion
26,170457,Dany N'Guessan,Frankreich,64,ST LM RM,67,Millwall
28,170355,Francis N'Ganga,Kongo,64,LV LAV LM,65,Sp. Charleroi
30,170346,Lucena,Spanien,64,ZDM ZM,64,Granada CF
26,170342,Paul Huntington,England,64,IV RV,68,Preston
25,170078,Mark Little,England,64,RAV RM RV,67,Peterborough
25,169648,Simon Dawkins,England,64,LM ZOM MS,70,Aston Villa
25,169623,Peter Hartley,England,64,IV LV,70,Hartlepool
27,169604,Tommy Lee,England,64,TW,68,Chesterfield
27,169584,Gary Coulibaly,Frankreich,64,ZM ZDM,70,AS Monaco
26,169578,Calum Woods,England,64,LV RV,67,Huddersfield
29,169452,Paul Lawson,Schottland,64,ZM ZDM,64,Ross County
27,169389,Alan Sheehan,Republik Irland,64,LV LM,70,Notts County
29,169169,Günther Vanaudenaerde,Belgien,64,RV,64,OHL
26,169158,Jordens Peters,Niederlande,64,IV,66,Willem II
32,168962,Paulo Jorge,Portugal,64,RV RM RF,64,V.Barcelos
31,168869,Hamad Al Montashari,Saudi-Arabien,64,IV LV,64,Al-Ittihad
26,168629,Imad Khalili,Schweden,64,ST LM,67,Helsingborg IF
29,168405,Nicola Mancino,Italien,64,LM RM,64,Grosseto
27,167954,Habib Bellaïd,Algerien,64,IV,69,CS Sedan
25,167919,Matt Done,Wales,64,LM LF MS,69,Hibernian
25,166855,Karleigh Osborne,England,64,IV RV,67,Millwall
25,166376,Ryan Hall,England,64,LM RM,66,Leeds United
31,166146,Shpetim Hasani,Albanien,64,ST LF RF,64,Örebro SK
29,165891,Kim Hyeung Bum,"Korea, Republik",64,RF ZOM RM,64,GyeongNam FC
28,165890,Baek Ji Hoon,"Korea, Republik",64,L ZOM ZM ZDM,66,SangJu Sangmu
27,165738,Jason Kennedy,England,64,ZM ZDM,66,Rochdale
25,165509,Billy Clarke,Republik Irland,64,ST,66,Crawley Town
25,165435,Matthias Lepiller,Frankreich,64,LF ZOM MS,70,Novara
33,165403,Frazer Wright,Schottland,64,IV,64,St. Johnstone
31,164977,Mamadou Diallo,Mali,64,ST MS,64,CS Sedan
30,164957,Paulo Nagamura,Brasilien,64,ZM ZDM,64,Sporting KC
28,164760,Scott Robertson,Schottland,64,ZM,64,Hibernian
31,164542,Alan Gordon,USA,64,ST,64,SJ Earthquakes
28,164431,Zito,Elfenbeinküste,64,ZDM ZM,64,Le Mans FC
28,164041,Nauzet,Spanien,64,TW,68,Sabadell FC
28,164010,Willo Flood,Republik Irland,64,ZM RM,67,Dundee United
28,163908,Michele Troiano,Italien,64,ZM,67,Sassuolo
31,163848,Tomasz Brzyski,Polen,64,LM LV,64,L. Warszawa
28,163713,Christophe Mandanne,Frankreich,64,ST MS,64,EA Guingamp
29,163693,Carlos Velázquez,Mexiko,64,TW,65,Pachuca
27,163664,Oguzhan Türk,Niederlande,64,ZM ZOM,65,VVV-Venlo
28,163627,Chris Brown,England,64,ST MS,64,Doncaster
26,163621,Ben Alnwick,England,64,TW,66,Barnsley
28,163445,Lee Frecklington,England,64,ZM ZOM,65,Rotherham Utd
27,163212,Scott Boyd,Schottland,64,IV,64,Ross County
28,163161,Fernando Morales,Mexiko,64,LM ZOM,69,Monarcas
30,163116,Michael Thwaite,Australien,64,IV ZDM,65,Perth Glory
35,163036,Ricardo Fernandes,Portugal,64,IV,64,Moreira Cónegos
27,162889,Lasse Heinze,Dänemark,64,TW,65,Silkeborg IF
30,162265,Radosław Cierzniak,Polen,64,TW,64,Dundee United
29,162222,Kenneth Van Goethem,Belgien,64,ZDM ZM,64,OHL
27,162126,Garmendia,Spanien,64,ZOM ZM,67,Girona CF
28,161861,Robusté,Spanien,64,IV RV,67,SD Ponferradina
28,161780,Ricardo Jiménez,Mexiko,64,IV RV LV,70,San Luis
29,161697,Diego de la Torre,Mexiko,64,ZOM ZM RM,64,Querétaro
30,160642,Sergey Veremko,Weißrussland,64,TW,65,Krylja Sowetow
30,159579,Andreu,Spanien,64,ZM ZDM RM ZOM,64,Racing Santander
26,159447,João Dias,Portugal,64,RV,69,Académica
32,159241,Marco Cellini,Italien,64,ST MS,64,C. Stabia
28,158667,Thomas Bröker,Deutschland,64,LM ST RM LF,68,1. FC Köln
33,158216,Juanra,Spanien,64,IV RV,64,Hércules CF
29,158111,Yohann Rivière,Frankreich,64,ST,64,Le Havre AC
35,157786,Maurizio Peccarisi,Italien,64,IV,64,Ascoli
28,157706,Sören Pirson,Deutschland,64,TW,65,FSV Frankfurt
28,157537,Thomas Prager,Österreich,64,ZM ZDM,66,SK Rapid Wien
27,157495,Giuseppe Rossini,Italien,64,ST,65,Sp. Charleroi
33,157470,Adam Barrett,England,64,IV,64,Gillingham
31,157432,Mario Carevič,Kroatien,64,ZOM LM,64,KV Kortrijk
29,157168,Manu,Schweiz,64,LV LM,64,CD Lugo
33,156768,Óscar Mascorro,Mexiko,64,IV,64,Club León
28,156464,Richard Wood,England,64,IV LV,65,Coventry City
31,156414,Jaime Durán,Mexiko,64,L LV LAV ZDM LM,64,Puebla
31,155937,Adrian Madaschi,Australien,64,IV LV,64,Jeju United FC
29,155877,Craig Samson,Schottland,64,TW,64,St. Mirren
29,155861,Fernando Vega,Spanien,64,LV,64,RC Recreativo
28,155533,Leon Clarke,England,64,ST,64,Coventry City
27,155494,Dawid Plizga,Polen,64,ZOM RM MS,70,J. Białystok
32,155339,Hwang Ji Soo,"Korea, Republik",64,ZDM ZM,64,Pohang Steelers
27,155334,Kang Min Soo,"Korea, Republik",64,IV ZDM RV,69,Ulsan Hyundai
31,155295,Nikola Mijailović,Serbien,64,LV,64,Amkar Perm
37,155289,Krzysztof Kotorowski,Polen,64,TW,64,L. Poznań
33,155018,Rob Jones,England,64,IV,64,Doncaster
34,154545,Francesco Marianini,Italien,64,ZM,64,Novara
32,153293,Khari Stephenson,Jamaika,64,ZOM ZM,64,Real Salt Lake
31,153282,Matt Pickens,USA,64,TW,65,Colorado Rapids
34,153222,Paweł Sobolewski,Polen,64,ZOM LM,64,Kielce
35,153221,Dariusz Łatka,Polen,64,ZDM ZM RV,64,Bielsko-Biała
32,153100,Stuart Nelson,England,64,TW,64,Gillingham
27,153052,Vidar Nisja,Norwegen,64,ZM ZOM LF,68,Viking FK
29,152991,Dean Marney,England,64,ZDM ZM,64,Burnley
29,152990,Lee Barnard,England,64,ST MS,64,Oldham Athletic
30,152870,Felipe Saad,Brasilien,64,IV LV,65,AC Ajaccio
29,152748,Peter Leven,Schottland,64,ZM LM ZOM,64,Oxford United
27,152745,Martin Woods,Schottland,64,ZM LM ZOM,65,Doncaster
35,152725,Darren Ward,England,64,IV,64,Swindon Town
28,152594,Tomasz Sokolowski,Norwegen,64,ZM ZDM ZOM,70,SK Brann
27,152523,Scott Flinders,England,64,TW,67,Hartlepool
30,152480,Mattias Moström,Schweden,64,LF RF ZOM,64,Molde FK
34,152147,Enrico Kern,Deutschland,64,ST MS,64,Erzgebirge Aue
29,152031,Thomas Kortegaard,Dänemark,64,LV LM ZDM RM,64,AC Horsens
29,151885,Wouter Biebauw,Belgien,64,TW,65,KV Mechelen
33,151419,Paul Parry,Wales,64,LM LV,64,Shrewsbury
31,150676,Gaël Genevier,Frankreich,64,ZM,64,Vercelli
30,150548,Patrick Kohlmann,Republik Irland,64,LV,64,Union Berlin
29,150515,Tobias Nickenig,Deutschland,64,IV,64,Erzgebirge Aue
29,150447,Louis Poggi,Frankreich,64,RAV RM,64,Gazélec Ajaccio
28,150389,Benedikt Pliquett,Deutschland,64,TW,64,FC St. Pauli
28,150359,Michael Delura,Deutschland,64,RM RF ZOM,67,VfL Bochum
30,150354,David Solga,Deutschland,64,ZDM,64,Dynamo Dresden
29,150340,Tomasz Bandrowski,Polen,64,ZM ZDM,69,J. Białystok
29,150231,Roei Dayan,Israel,64,ST,64,Beerschot AC
30,149258,Alex Cordaz,Italien,64,TW,65,Cittadella
31,149215,Angelo Iorio,Italien,64,IV,64,Grosseto
35,149134,Emanuele Concetti,Italien,64,TW,64,Crotone
33,149097,Mitchell Piqué,Niederlande,64,LV,64,Willem II
36,148994,Erik Heijblok,Niederlande,64,TW,64,AZ
32,148817,Mark Looms,Niederlande,64,LV,64,NAC Breda
33,148739,Tobias Grahn,Schweden,64,ZM ZOM MS,64,Örebro SK
32,148518,Mariusz Pawełek,Polen,64,TW,65,P. Warszawa
36,148434,Radosław Sobolewski,Polen,64,ZDM IV,64,W. Krakau
32,147923,Vlad Munteanu,Rumänien,64,LM ZOM,64,Erzgebirge Aue
33,147817,Shamil Lakhiyalov,Russland,64,RF MS,64,Krylja Sowetow
28,147806,Oleg Vlasov,Russland,64,RM LM ZOM LV,67,Terek Grosny
35,147421,Ognjen Koroman,Serbien,64,ZOM ZM RM,64,Krylja Sowetow
30,146848,Alexandr Kharitonov,Russland,64,RV LV,64,Volga
29,146786,Díaz de Cerio,Spanien,64,ST MS,64,CD Mirandés
30,146634,Iago Bouzón,Spanien,64,IV RV,64,Xerez CD
31,146612,Borja Pérez,Spanien,64,RM MS ST,64,Kilmarnock
30,146305,Ricardo,Spanien,64,ZM ZDM,64,Sporting Gijón
24,145758,Freire,Brasilien,64,IV,66,Vit. Guimarães
37,145657,Matamala,Spanien,64,ZM ZDM,64,RC Recreativo
32,145627,Mora,Spanien,64,IV,64,Hércules CF
32,145423,Cabrero,Spanien,64,TW,65,RC Recreativo
30,145117,Dorca,Spanien,64,ZDM ZM,64,Racing Santander
27,145025,Vicente,Spanien,64,LM RM ZOM,68,CD Guadalajara
34,144086,Martin Stocklasa,Liechtenstein,64,IV RV RAV,64,FC St. Gallen
25,144037,Genséric Kusunga,Schweiz,64,IV ZDM,68,Servette FC
29,144024,David Zibung,Schweiz,64,TW,70,FC Luzern
30,143101,Marcelo Carrusca,Argentinien,64,ZOM LF,64,Adelaide United
33,142532,Germano Vailati,Schweiz,64,TW,64,FC Basel
27,142273,Søren Christensen,Dänemark,64,ZOM RM LM,66,FC Nordsjælland
28,141146,Simeon Bulgaru,Moldawien,64,IV,65,Volga
29,140483,Luca Mazzoni,Italien,64,TW,67,Livorno
38,140406,Morten Berre,Norwegen,64,ST MS RF,64,Vålerenga
30,140307,Alan Gow,Schottland,64,ZOM MS ST,64,Exeter City
29,140277,Adrián Cortés,Mexiko,64,LV LM LAV,64,Guadalajara
32,139728,Tom Van Imschoot,Belgien,64,ZM LM ZOM,64,RAEC Mons
29,139621,John Sutton,England,64,ST MS,64,Hearts
35,139579,Gavin Rae,Schottland,64,ZM,64,Aberdeen
36,139561,Cédric Berthelin,Frankreich,64,TW,64,RAEC Mons
36,139454,Park Ho Jin,"Korea, Republik",64,TW,64,Gangwon FC
33,139086,João Paulo,Portugal,64,ST MS ZOM,64,Estoril
31,138957,Maurizio Ciaramitaro,Italien,64,ZM ZOM,64,Vicenza
30,138921,Matteo Abbate,Italien,64,RV IV,64,Vercelli
29,138710,Stéphen Drouin,Frankreich,64,IV RV,65,ES Troyes
29,138637,Alberto Aguilar,Spanien,64,IV ZDM ZM,65,Córdoba CF
28,138415,Arnaud Bühler,Schweiz,64,LV LM IV,66,FC Sion
30,138394,Hussain Yasser,Katar,64,ZOM,64,Lierse SK
35,138296,Brian Ching,USA,64,ST,64,Houston Dynamo
29,138287,Dean Leacock,England,64,IV RV,64,Notts County
30,138280,Tamika Mkandawire,England,64,ZDM ZM,64,Millwall
32,138098,Jack Jewsbury,USA,64,RV ZDM LV,64,Portland
33,137725,Necat Aygün,Türkei,64,IV,64,1860 München
35,137509,Chris Iwelumo,Schottland,64,ST,64,Oldham Athletic
34,137317,Lionel Cappone,Frankreich,64,TW,64,Stade Brest
36,137309,Simone Motta,Italien,64,MS ZOM,64,Novara
36,137206,Paolo Bianco,Italien,64,IV,64,Sassuolo
32,137163,Brian Carroll,USA,64,ZDM,64,Philadelphia
30,137138,Riccardo Colombo,Italien,64,RV RAV RM LV,64,Novara
29,137026,Nabil Aslam,Dänemark,64,IV RV LV,64,AC Horsens
39,136753,Kim Han Yoon,"Korea, Republik",64,ZDM RV ZM IV,64,Seongnam Ilhwa
30,136556,Ko Chang Hyun,"Korea, Republik",64,ZOM RF RM,64,Ulsan Hyundai
33,136445,Hyun Young Min,"Korea, Republik",64,LV LAV LM,64,Seongnam Ilhwa
34,136286,Jeong Shung Hoon,"Korea, Republik",64,ST,64,GyeongNam FC
34,135989,Carlos Ruíz,Guatemala,64,ST MS,64,D.C. United
28,135587,Niki Mäenpää,Finnland,64,TW,66,VVV-Venlo
34,135282,David Suarez,Frankreich,64,ST MS,64,AC Arles
29,134968,Robbie Haemhouts,Belgien,64,ZM ZOM,64,Willem II
29,134881,Florent Chaigneau,Frankreich,64,TW,67,FC Lorient
30,122723,Maximilian Nicu,Rumänien,64,LM RM ZM LV,64,1860 München
31,122660,Jimmy Hempte,Belgien,64,LV,64,Roda JC
30,122066,Ronny König,Deutschland,64,ST,64,Erzgebirge Aue
31,119689,Jermaine Easter,Wales,64,ST MS,64,Millwall
30,118359,Lee Miller,Schottland,64,ST,64,Carlisle United
34,117655,Gledson,Brasilien,64,IV,64,FSV Frankfurt
31,114960,Cristian,Spanien,64,RV,64,Córdoba CF
33,113699,Mario Rosas,Spanien,64,ZOM ZM LM,64,Hércules CF
33,113207,Vasco Faísca,Portugal,64,IV,64,Ascoli
37,112754,Daniel Ischdonat,Deutschland,64,TW,64,SV Sandhausen
33,112745,Cristian Fiél,Spanien,64,ZDM ZM ZOM,64,Dynamo Dresden
35,112476,César Caneda,Spanien,64,IV LV,64,CD Mirandés
33,112396,Michel Renggli,Schweiz,64,ZDM IV ZM,64,FC Luzern
29,112243,Sébastien Grax,Frankreich,64,ST MS,64,ES Troyes
33,111238,Florian Jarjat,Frankreich,64,IV RV,64,ES Troyes
31,111040,Pablo Redondo,Spanien,64,RM LM,64,Hércules CF
34,110810,Gaspar,Spanien,64,IV,64,Córdoba CF
29,109910,Mark Wilson,Schottland,64,RV IV,64,Bristol City
30,109321,Christian Weber,Deutschland,64,RV,64,F. Düsseldorf
33,107796,Markus Krösche,Deutschland,64,ZDM RV IV,64,SC Paderborn
30,105827,Paweł Brożek,Polen,64,ST,64,RC Recreativo
35,105558,Alexander Iashvili,Georgien,64,ST MS ZOM,64,VfL Bochum
34,104742,Marlon Harewood,England,64,ST,64,Barnsley
34,104463,Kenneth Høie,Norwegen,64,TW,64,Djurgårdens IF
30,103735,Nicolas Timmermans,Belgien,64,RV IV,64,RAEC Mons
32,102293,Ranisav Jovanović,Serbien,64,ST,64,MSV Duisburg
31,101868,Andreas Görlitz,Deutschland,64,RV RM ZDM,64,FC Ingolstadt
34,100743,Martin Rowlands,Republik Irland,64,ZM ZOM,64,Leyton Orient
35,100559,Paul McKenna,England,64,ZM ZDM,64,Fleetwood Town
31,100521,David Noble,Schottland,64,ZM,64,Rotherham Utd
31,100143,Frederik Boi,Belgien,64,RV RF,64,Cercle Brugge
34,53924,Richard Hughes,Schottland,64,ZDM ZM LV,64,Bournemouth
31,53778,Marc Richards,England,64,ST MS,64,Chesterfield
29,53756,Lewis Price,Wales,64,TW,65,Crystal Palace
32,53639,James Harper,England,64,ZM ZDM,64,Doncaster
31,53544,Matt Sparrow,England,64,ZM RM,64,Crawley Town
35,53381,Alan Lee,Republik Irland,64,ST MS,64,Huddersfield
37,53101,Lee Hughes,England,64,ST MS,64,Port Vale
30,53073,Stefan Kulovits,Österreich,64,ZDM,64,SK Rapid Wien
37,52951,Alex Calderoni,Italien,64,TW,64,Padua
29,52934,Michaël Fabre,Frankreich,64,TW,68,Clermont Foot
36,52904,Mendoza,Spanien,64,LV RV,64,Xerez CD
30,52646,Kamil Kuzera,Polen,64,RV RM,64,Kielce
32,52521,Dennis Sørensen,Dänemark,64,RM ST,64,Energie Cottbus
31,52279,Tommy Bechmann,Dänemark,64,ST ZOM RF MS,64,SønderjyskE
31,51763,Yohan Hautcœur,Frankreich,64,ZDM RM,64,LB Châteauroux
29,51471,Darren Carter,England,64,ZM ZDM ZOM,64,Cheltenham Town
33,50952,David De Freitas,Frankreich,64,ZOM ZDM,64,LB Châteauroux
34,50509,Jonathan Greening,England,64,ZDM ZM RM,64,Nott'm Forest
32,50385,Richard Garcia,Australien,64,RF ZM ZOM,64,Melbourne Heart
30,49920,Pieterjan Monteyne,Belgien,64,LV,64,RAEC Mons
35,49511,Frode Kippe,Norwegen,64,IV,64,Lillestrøm SK
34,49051,Nacho Novo,Spanien,64,MS ST LM RM,64,SD Huesca
34,47854,Roland Bättig,Schweiz,64,ZDM RM RV,64,FC Thun
32,45580,Kristoffer Vatshaug,Norwegen,64,IV RV LV,64,Molde FK
33,45139,Jonas De Roeck,Belgien,64,IV ZDM,64,OHL
31,45082,Timothée Atouba,Kamerun,64,LV RV,64,UD Las Palmas
38,31675,Morten Fevang,Norwegen,64,IV ZM,64,ODD
29,28097,Danny Wintjens,Niederlande,64,TW,65,PEC Zwolle
34,24846,Mile Sterjovski,Australien,64,LM RM ST,64,Central Coast
31,23823,Andreas Johansson,Schweden,64,ZM IV,64,IFK Norrkoping
34,20776,Luís Filipe,Portugal,64,RV,64,S.C. Olhanense
35,20082,Andreas Klarström,Schweden,64,LV,64,IF Elfsborg
31,19756,Chris Killen,Neuseeland,64,ST MS,64,Freie Spieler
35,19260,Arnar Vidarsson,Island,64,ZDM,64,Cercle Brugge
32,18766,Helgi Valur Daníelsson,Island,64,ZM RV RM,64,AIK Fotboll
31,18739,Peter Jehle,Liechtenstein,64,TW,65,FC Luzern
33,18708,Christian Keller,Dänemark,64,ZM RV,64,Randers FC
25,18121,João Pedro,Portugal,64,IV,70,Estoril
39,17954,Kevin Hartman,USA,64,TW,64,NY Red Bulls
35,17811,Tim Cornelisse,Niederlande,64,RV,64,Willem II
38,16261,Matt Reis,USA,64,TW,64,New England
33,13760,Stephen McPhail,Republik Irland,64,ZM ZDM,64,Cardiff City
32,13739,Alan Smith,England,64,ZOM ST ZDM,64,MK Dons
35,11642,James Beattie,England,64,ST ZOM,64,Accrington
30,11430,Jamie McCombe,England,64,IV,64,Doncaster
31,11260,Jim Goodwin,Republik Irland,64,ZM ZDM IV,64,St. Mirren
39,10457,Mattias Asper,Schweden,64,TW,64,Mjällby AIF
31,8631,Ricardo Pessoa,Portugal,64,RV,64,Moreira Cónegos
35,6665,Sébastien Chabbert,Frankreich,64,TW,64,AS Monaco
40,5672,Edgar Davids,Niederlande,64,ZM ZDM LM ZOM,64,Barnet
33,5336,Rabiu Afolabi,Nigeria,64,IV RV,64,SønderjyskE
